name,crate,blocks,edges,stmt_count,treewidth,is_unsafe
"core_arch::aarch64::neon::generated::vfmlalq_lane_low_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlalq_laneq_low_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlal_low_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vfmlalq_low_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vfmlsl_high_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vfmlslq_high_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vfmlsl_lane_high_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlsl_laneq_high_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlslq_lane_high_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlslq_laneq_high_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlsl_lane_low_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlsl_laneq_low_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlslq_lane_low_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlslq_laneq_low_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmlsl_low_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vfmlslq_low_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vfms_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfms_lane_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfms_laneq_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_lane_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_laneq_f16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfms_lane_f32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfms_laneq_f32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_lane_f32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_laneq_f32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_laneq_f64",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfms_lane_f64",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfms_laneq_f64",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfms_n_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_n_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfms_n_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfmsh_f16",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vfmsh_lane_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfmsh_laneq_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_lane_f64",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vfmsq_n_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vfmss_lane_f32",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vfmss_laneq_f32",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vfmsd_lane_f64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vfmsd_laneq_f64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vld1_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_f32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_f32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_s8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_s8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_s64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_s64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_u8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_u8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_u64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_u64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_p8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_p8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_p16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_p16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_p64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_p64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_f64_x2",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_f64_x3",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1_f64_x4",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_f64_x2",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_f64_x3",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld1q_f64_x4",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld2_dup_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld2q_dup_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld2q_dup_s64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld2_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld2_lane_f64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vld2_lane_s64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vld2_lane_p64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld2_lane_u64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld2q_dup_p64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld2q_dup_u64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld2q_f64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vld2q_s64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vld2q_lane_f64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vld2q_lane_s8",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld2q_lane_s64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vld2q_lane_p64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld2q_lane_u8",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld2q_lane_u64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld2q_lane_p8",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld2q_p64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld2q_u64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld3_dup_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld3q_dup_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld3q_dup_s64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld3_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld3_lane_f64",core,2,1,5,1,1
"core_arch::aarch64::neon::generated::vld3_lane_p64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld3_lane_s64",core,2,1,5,1,1
"core_arch::aarch64::neon::generated::vld3_lane_u64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld3q_dup_p64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld3q_dup_u64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld3q_f64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vld3q_s64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vld3q_lane_f64",core,2,1,5,1,1
"core_arch::aarch64::neon::generated::vld3q_lane_p64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld3q_lane_s8",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vld3q_lane_s64",core,2,1,5,1,1
"core_arch::aarch64::neon::generated::vld3q_lane_u8",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld3q_lane_u64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld3q_lane_p8",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld3q_p64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld3q_u64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld4_dup_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld4q_dup_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld4q_dup_s64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vld4_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vld4_lane_f64",core,2,1,6,1,1
"core_arch::aarch64::neon::generated::vld4_lane_s64",core,2,1,6,1,1
"core_arch::aarch64::neon::generated::vld4_lane_p64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld4_lane_u64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld4q_dup_p64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld4q_dup_u64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld4q_f64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vld4q_s64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vld4q_lane_f64",core,2,1,6,1,1
"core_arch::aarch64::neon::generated::vld4q_lane_s8",core,2,1,5,1,1
"core_arch::aarch64::neon::generated::vld4q_lane_s64",core,2,1,6,1,1
"core_arch::aarch64::neon::generated::vld4q_lane_p64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld4q_lane_u8",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld4q_lane_u64",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld4q_lane_p8",core,2,1,3,1,1
"core_arch::aarch64::neon::generated::vld4q_p64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vld4q_u64",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vldap1_lane_s64",core,4,3,2,1,1
"core_arch::aarch64::neon::generated::vldap1q_lane_s64",core,4,3,2,1,1
"core_arch::aarch64::neon::generated::vldap1q_lane_f64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vldap1_lane_u64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vldap1q_lane_u64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vldap1_lane_p64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vldap1q_lane_p64",core,2,1,4,1,1
"core_arch::aarch64::neon::generated::vluti2_lane_f16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_lane_f16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_lane_u8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_lane_u8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_lane_u16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_lane_u16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_lane_p8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_lane_p8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_lane_p16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_lane_p16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_lane_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti2q_lane_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti2_lane_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti2q_lane_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti2_laneq_f16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_laneq_f16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_laneq_u8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_laneq_u8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_laneq_u16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_laneq_u16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_laneq_p8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_laneq_p8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_laneq_p16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2q_laneq_p16",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti2_laneq_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti2q_laneq_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti2_laneq_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti2q_laneq_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti4q_lane_f16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_lane_u16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_lane_p16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_lane_s16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_lane_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti4q_lane_u8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_lane_p8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_laneq_f16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_laneq_u16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_laneq_p16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_laneq_s16_x2",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_laneq_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vluti4q_laneq_u8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vluti4q_laneq_p8",core,2,1,2,1,1
"core_arch::aarch64::neon::generated::vmax_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxh_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnm_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnmq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnmh_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnmv_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnmvq_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnmv_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnmvq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxnmvq_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_s32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_s32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_u8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_u8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_u16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_u16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxv_u32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmaxvq_u32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmin_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminh_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnm_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnmq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnmh_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnmv_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnmvq_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnmv_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnmvq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminnmvq_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_s8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_s16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_s32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_s32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_u8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_u8",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_u16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_u16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminv_u32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vminvq_u32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmla_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlaq_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_lane_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_laneq_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_lane_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_laneq_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_lane_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_laneq_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_lane_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_laneq_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_n_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_n_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_n_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_n_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_s8",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_s16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_s32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_u8",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_u16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlal_high_u32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmls_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsq_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_lane_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_laneq_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_lane_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_laneq_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_lane_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_laneq_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_lane_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_laneq_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_n_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_n_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_n_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_n_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_s8",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_s16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_s32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_u8",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_u16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmlsl_high_u32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmovl_high_s8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovl_high_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovl_high_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovl_high_u8",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovl_high_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovl_high_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovn_high_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovn_high_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovn_high_s64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovn_high_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovn_high_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmovn_high_u64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmul_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmulq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmul_lane_f64",core,3,2,1,1,1
"core_arch::aarch64::neon::generated::vmul_laneq_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulq_laneq_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmul_laneq_f64",core,3,2,1,1,1
"core_arch::aarch64::neon::generated::vmul_n_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulq_n_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmuld_lane_f64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vmulh_f16",core,1,0,1,0,1
"core_arch::aarch64::neon::generated::vmulh_lane_f16",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vmulh_laneq_f16",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vmull_high_lane_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_laneq_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_lane_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_laneq_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_lane_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_laneq_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_lane_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_laneq_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_n_s16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_n_s32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_n_u16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_n_u32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_p64",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_p8",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_s8",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_s16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_s32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_u8",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_u16",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_high_u32",core,4,3,0,1,1
"core_arch::aarch64::neon::generated::vmull_p64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vmulq_lane_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulq_laneq_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmuls_lane_f32",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vmuls_laneq_f32",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vmuld_laneq_f64",core,2,1,1,1,1
"core_arch::aarch64::neon::generated::vmulx_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_f16",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmulx_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_f32",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmulx_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_f64",core,2,1,0,1,1
"core_arch::aarch64::neon::generated::vmulx_lane_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulx_laneq_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_lane_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_laneq_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulx_lane_f32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulx_laneq_f32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_lane_f32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_laneq_f32",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_laneq_f64",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulx_lane_f64",core,3,2,1,1,1
"core_arch::aarch64::neon::generated::vmulx_laneq_f64",core,3,2,1,1,1
"core_arch::aarch64::neon::generated::vmulx_n_f16",core,3,2,0,1,1
"core_arch::aarch64::neon::generated::vmulxq_n_f16",core,3,2,0,1,1
