name,crate,blocks,edges,stmt_count,treewidth,is_unsafe
"num::saturating::Saturating::<u128>::rotate_left",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::rotate_right",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::swap_bytes",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::reverse_bits",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::from_be",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::from_le",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::to_be",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::to_le",core,2,1,2,1,0
"num::saturating::Saturating::<u128>::pow",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::count_ones",core,2,1,1,1,0
"num::saturating::Saturating::<isize>::count_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<isize>::trailing_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<isize>::rotate_left",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::rotate_right",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::swap_bytes",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::reverse_bits",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::from_be",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::from_le",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::to_be",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::to_le",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::pow",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::count_ones",core,2,1,1,1,0
"num::saturating::Saturating::<i8>::count_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i8>::trailing_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i8>::rotate_left",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::rotate_right",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::swap_bytes",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::reverse_bits",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::from_be",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::from_le",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::to_be",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::to_le",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::pow",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::count_ones",core,2,1,1,1,0
"num::saturating::Saturating::<i16>::count_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i16>::trailing_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i16>::rotate_left",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::rotate_right",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::swap_bytes",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::reverse_bits",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::from_be",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::from_le",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::to_be",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::to_le",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::pow",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::count_ones",core,2,1,1,1,0
"num::saturating::Saturating::<i32>::count_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i32>::trailing_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i32>::rotate_left",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::rotate_right",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::swap_bytes",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::reverse_bits",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::from_be",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::from_le",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::to_be",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::to_le",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::pow",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::count_ones",core,2,1,1,1,0
"num::saturating::Saturating::<i64>::count_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i64>::trailing_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i64>::rotate_left",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::rotate_right",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::swap_bytes",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::reverse_bits",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::from_be",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::from_le",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::to_be",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::to_le",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::pow",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::count_ones",core,2,1,1,1,0
"num::saturating::Saturating::<i128>::count_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i128>::trailing_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i128>::rotate_left",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::rotate_right",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::swap_bytes",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::reverse_bits",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::from_be",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::from_le",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::to_be",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::to_le",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::pow",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<isize>::abs",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::signum",core,2,1,2,1,0
"num::saturating::Saturating::<isize>::is_positive",core,2,1,1,1,0
"num::saturating::Saturating::<isize>::is_negative",core,2,1,1,1,0
"<num::saturating::Saturating<isize> as ops::arith::Neg>::neg",core,2,1,2,1,0
"<&num::saturating::Saturating<isize> as ops::arith::Neg>::neg",core,2,1,1,1,0
"num::saturating::Saturating::<i8>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i8>::abs",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::signum",core,2,1,2,1,0
"num::saturating::Saturating::<i8>::is_positive",core,2,1,1,1,0
"num::saturating::Saturating::<i8>::is_negative",core,2,1,1,1,0
"<num::saturating::Saturating<i8> as ops::arith::Neg>::neg",core,2,1,2,1,0
"<&num::saturating::Saturating<i8> as ops::arith::Neg>::neg",core,2,1,1,1,0
"num::saturating::Saturating::<i16>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i16>::abs",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::signum",core,2,1,2,1,0
"num::saturating::Saturating::<i16>::is_positive",core,2,1,1,1,0
"num::saturating::Saturating::<i16>::is_negative",core,2,1,1,1,0
"<num::saturating::Saturating<i16> as ops::arith::Neg>::neg",core,2,1,2,1,0
"<&num::saturating::Saturating<i16> as ops::arith::Neg>::neg",core,2,1,1,1,0
"num::saturating::Saturating::<i32>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i32>::abs",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::signum",core,2,1,2,1,0
"num::saturating::Saturating::<i32>::is_positive",core,2,1,1,1,0
"num::saturating::Saturating::<i32>::is_negative",core,2,1,1,1,0
"<num::saturating::Saturating<i32> as ops::arith::Neg>::neg",core,2,1,2,1,0
"<&num::saturating::Saturating<i32> as ops::arith::Neg>::neg",core,2,1,1,1,0
"num::saturating::Saturating::<i64>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i64>::abs",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::signum",core,2,1,2,1,0
"num::saturating::Saturating::<i64>::is_positive",core,2,1,1,1,0
"num::saturating::Saturating::<i64>::is_negative",core,2,1,1,1,0
"<num::saturating::Saturating<i64> as ops::arith::Neg>::neg",core,2,1,2,1,0
"<&num::saturating::Saturating<i64> as ops::arith::Neg>::neg",core,2,1,1,1,0
"num::saturating::Saturating::<i128>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<i128>::abs",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::signum",core,2,1,2,1,0
"num::saturating::Saturating::<i128>::is_positive",core,2,1,1,1,0
"num::saturating::Saturating::<i128>::is_negative",core,2,1,1,1,0
"<num::saturating::Saturating<i128> as ops::arith::Neg>::neg",core,2,1,2,1,0
"<&num::saturating::Saturating<i128> as ops::arith::Neg>::neg",core,2,1,1,1,0
"num::saturating::Saturating::<usize>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<usize>::is_power_of_two",core,2,1,1,1,0
"num::saturating::Saturating::<u8>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<u8>::is_power_of_two",core,2,1,1,1,0
"num::saturating::Saturating::<u16>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<u16>::is_power_of_two",core,2,1,1,1,0
"num::saturating::Saturating::<u32>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<u32>::is_power_of_two",core,2,1,1,1,0
"num::saturating::Saturating::<u64>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<u64>::is_power_of_two",core,2,1,1,1,0
"num::saturating::Saturating::<u128>::leading_zeros",core,2,1,1,1,0
"num::saturating::Saturating::<u128>::is_power_of_two",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as cmp::PartialEq>::eq",core,2,1,2,1,0
"<num::wrapping::Wrapping<T> as cmp::Eq>::assert_fields_are_eq",core,1,0,0,0,0
"<num::wrapping::Wrapping<T> as cmp::PartialOrd>::partial_cmp",core,2,1,2,1,0
"<num::wrapping::Wrapping<T> as cmp::Ord>::cmp",core,2,1,2,1,0
"<num::wrapping::Wrapping<T> as clone::Clone>::clone",core,2,1,2,1,0
"<num::wrapping::Wrapping<T> as default::Default>::default",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as hash::Hash>::hash",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as fmt::Debug>::fmt",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as fmt::Display>::fmt",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as fmt::Binary>::fmt",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as fmt::Octal>::fmt",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as fmt::LowerHex>::fmt",core,2,1,1,1,0
"<num::wrapping::Wrapping<T> as fmt::UpperHex>::fmt",core,2,1,1,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u8> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u8> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u8> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u8> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u8> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u16> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u16> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u16> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u16> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u16> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u32> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u32> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u32> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u32> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u32> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u64> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u64> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u64> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u64> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u64> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u128> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u128> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<u128> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<u128> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<u128> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<usize> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<usize> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<usize> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<usize> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i8> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i8> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i8> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i8> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i8> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i16> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i16> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i16> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i16> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i16> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i32> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i32> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i32> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i32> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i32> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i64> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i64> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i64> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i64> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i64> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i128> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i128> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<i128> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<i128> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<i128> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::Shl<usize>>::shl",core,2,1,3,1,0
"<&num::wrapping::Wrapping<isize> as ops::bit::Shl<usize>>::shl",core,2,1,1,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::Shl<&usize>>::shl",core,2,1,1,1,0
"<&num::wrapping::Wrapping<isize> as ops::bit::Shl<&usize>>::shl",core,2,1,2,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::ShlAssign<usize>>::shl_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::ShlAssign<&usize>>::shl_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::Shr<usize>>::shr",core,2,1,3,1,0
"<&num::wrapping::Wrapping<isize> as ops::bit::Shr<usize>>::shr",core,2,1,1,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::Shr<&usize>>::shr",core,2,1,1,1,0
"<&num::wrapping::Wrapping<isize> as ops::bit::Shr<&usize>>::shr",core,2,1,2,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::ShrAssign<usize>>::shr_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<isize> as ops::bit::ShrAssign<&usize>>::shr_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::Add>::add",core,2,1,3,1,0
"<&num::wrapping::Wrapping<usize> as ops::arith::Add<num::wrapping::Wrapping<usize>>>::add",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::Add<&num::wrapping::Wrapping<usize>>>::add",core,2,1,1,1,0
"<&num::wrapping::Wrapping<usize> as ops::arith::Add<&num::wrapping::Wrapping<usize>>>::add",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::AddAssign>::add_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::AddAssign<&num::wrapping::Wrapping<usize>>>::add_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::AddAssign<usize>>::add_assign",core,2,1,3,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::AddAssign<&usize>>::add_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::Sub>::sub",core,2,1,3,1,0
"<&num::wrapping::Wrapping<usize> as ops::arith::Sub<num::wrapping::Wrapping<usize>>>::sub",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::Sub<&num::wrapping::Wrapping<usize>>>::sub",core,2,1,1,1,0
"<&num::wrapping::Wrapping<usize> as ops::arith::Sub<&num::wrapping::Wrapping<usize>>>::sub",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::SubAssign>::sub_assign",core,2,1,2,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::SubAssign<&num::wrapping::Wrapping<usize>>>::sub_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::SubAssign<usize>>::sub_assign",core,2,1,3,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::SubAssign<&usize>>::sub_assign",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::Mul>::mul",core,2,1,3,1,0
"<&num::wrapping::Wrapping<usize> as ops::arith::Mul<num::wrapping::Wrapping<usize>>>::mul",core,2,1,1,1,0
"<num::wrapping::Wrapping<usize> as ops::arith::Mul<&num::wrapping::Wrapping<usize>>>::mul",core,2,1,1,1,0
"<&num::wrapping::Wrapping<usize> as ops::arith::Mul<&num::wrapping::Wrapping<usize>>>::mul",core,2,1,2,1,0
